route,corridor,from_terminus,to_terminus,sacco,permit_no,coverage,hits_of_total,via_raw,confidence,VERDICT
17Aky,,Eastleigh Terminal,Kayole 1,FORWARD TRAVELLERS SACCO LTD,ADR-8LMSYVK,0.67,2/3,"kayole, komarocksmolemjuja road, eastleigh",medium,
17Aky,,Eastleigh Terminal,Kayole 1,PINPOINT SOLUTION (K) LTD,ADR-REOSZAE,0.67,2/3,"kayole, komarocksmolemjuja road, eastleigh",medium,
17Aky,,Eastleigh Terminal,Kayole 1,prime  transcity limited,ADR-ZZJSZR9,0.67,2/3,"kayole, komarocksmolemjuja road, eastleigh",medium,
17Aky,,Eastleigh Terminal,Kayole 1,FORWARD TRAVELLERS SACCO LTD,NTR-0048,0.50,2/4,"kayole, juja road,eastleigh, gikomba",low,
17B_2,,Roysambu Terminus,Mwiki,,,,,,unknown,
1961K,,Ladhes Road/Otc,Diesel,FORWARD TRAVELLERS SACCO LTD,ADR-7WRS9Z9,1.00,3/3,"kayole, jogoo road, otc",high,
1961K,,Ladhes Road/Otc,Diesel,KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-YM3SB8O,1.00,3/3,"kayole, jogoo road, otc",high,
1961K,,Ladhes Road/Otc,Diesel,PINPOINT SOLUTION (K) LTD,ADR-EPJSEOJ,1.00,3/3,"kayole, jogoo road, otc",high,
1961K,,Ladhes Road/Otc,Diesel,PINPOINT SOLUTION (K) LTD,ADR-2DVSRE2,1.00,3/3,"kayole, otc, jogoo road",high,
1961K,,Ladhes Road/Otc,Diesel,prime  transcity limited,ADR-8LMSO95,1.00,3/3,"kayole, jogoo road, otc",high,
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,UMOINNER SACCO LTD,NTR-00397,0.75,3/4,"ronald ngala, jogoo road,umoja, innercore",medium,
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,UMOINNER SACCO LTD,ADR-6DBSDKP,0.75,3/4,"ronald ngala, innercore,jogoo road, umoja",medium,
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,UMOINNER SACCO LTD,ADR-LZRS36M,0.67,2/3,"ronald ngala, jogoo road, umoja innercore",medium,
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,UMOINNER SACCO LTD,ADR-WZ9S3D6,0.67,2/3,"ronald ngala, umoja innercore, jogoo road",medium,
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00502,0.67,2/3,"mfangano, jogoo road, umoja",medium,
19Cjk,,Ambassadeur,Mkanju Court,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-MDMSJLB,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
19Cjk,,Ambassadeur,Mkanju Court,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-YM3SBMA,0.50,2/4,"city stadium, dandora,jogoo road, buru buru",low,
19Cjk,,Ambassadeur,Mkanju Court,DANDORA USAFIRI TRAVELLERS SACCO,ADR-Q5LC66E,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
19Cjk,,Ambassadeur,Mkanju Court,EASTLANDS EAGLES LIMITED,ADR-DB3T3R6,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
19Cjk,,Ambassadeur,Mkanju Court,EASTLANDS EAGLES LIMITED,ADR-3ZQSADR,0.50,2/4,"city stadium, dandora,jogoo road, buru buru",low,
33FED,,Commercial,Posta Embakasi Village,,,,,,unknown,
33GTB,,Commercial,Gate B,BURUBURU 58 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSRLV,0.67,2/3,"buruburu, jogoo road, commercial",medium,
33GTB,,Commercial,Gate B,BURUBURU 58 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-YM3S6EM,0.67,2/3,"buruburu, commercial, jogoo road",medium,
33GTB,,Commercial,Gate B,BURUBURU 58 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-MDMSQA8,0.50,2/4,"commercial, buruburu,muthurwa, jogoo road",low,
33GTB,,Commercial,Gate B,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-MDMSJLB,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
33GTB,,Commercial,Gate B,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-YM3SBMA,0.50,2/4,"city stadium, dandora,jogoo road, buru buru",low,
33IMR,,Commercial Imara,Imara Daima,,,,,,unknown,
33MKR,,Bus Station,Maziwa,,,,,,unknown,
33UTW,,Ambassadeur,Githunguri,,,,,,unknown,
35/60,,Tuskys Ronald Ngala,Umoja Market,UMOINNER SACCO LTD,NTR-00397,0.75,3/4,"ronald ngala, jogoo road,umoja, innercore",medium,
35/60,,Tuskys Ronald Ngala,Umoja Market,UMOINNER SACCO LTD,ADR-6DBSDKP,0.75,3/4,"ronald ngala, innercore,jogoo road, umoja",medium,
35/60,,Tuskys Ronald Ngala,Umoja Market,UMOINNER SACCO LTD,ADR-LZRS36M,0.67,2/3,"ronald ngala, jogoo road, umoja innercore",medium,
35/60,,Tuskys Ronald Ngala,Umoja Market,UMOINNER SACCO LTD,ADR-WZ9S3D6,0.67,2/3,"ronald ngala, umoja innercore, jogoo road",medium,
35/60,,Tuskys Ronald Ngala,Umoja Market,UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00502,0.67,2/3,"mfangano, jogoo road, umoja",medium,
38/39,,Muthurwa,Quickmart,PINPOINT SOLUTION (K) LTD,NTR-00439,1.00,3/3,"bus station, jogoo road,kayole, muthurwa",high,
38/39,,Muthurwa,Quickmart,PINPOINT SOLUTION (K) LTD,ADR-MDMSJVR,1.00,3/3,"muthurwa, jogoo road, kayole",high,
38/39,,Muthurwa,Quickmart,FORWARD TRAVELLERS SACCO LTD,NTR-0047,0.75,3/4,"kayole, jogoo road,muthurwa, otc",medium,
38/39,,Muthurwa,Quickmart,KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSZQW,0.75,3/4,"muthurwa, utawala,jogoo road, kayole",medium,
38/39,,Muthurwa,Quickmart,KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-8LMSYMB,0.75,3/4,"kayole, otc,jogoo road, muthurwa",medium,
70/71,,Muthurwa,Donholm,INTER COUNTIES TRAVELLERS SACCO,ADR-K9BFYJY,0.60,3/5,"muthurwa, jogoo road,likoni road,lungalunga, donholm",low,
70/71,,Muthurwa,Donholm,INTER COUNTIES TRAVELLERS SACCO,ADR-7WRSRBO,0.60,3/5,"muthurwa, donholm,jogoo road,likoni road, lungalunga",low,
70/71,,Muthurwa,Donholm,OUTREACH TRAVEL,ADR-JY7S2OE,0.60,3/5,"muthurwa, jogoo road,likoni road,lungalunga, donholm",low,
70/71,,Muthurwa,Donholm,OUTREACH TRAVEL,ADR-POKS5L5,0.60,3/5,"muthurwa, donholm,jogoo road,likoni road, lungalunga",low,
70/71,,Muthurwa,Donholm,INDIMA (NJE) SACCO,ADR-EPJSA6V,0.50,2/4,"muthurwa, jogoo road,likoni road, industrial area",low,
110ATH,,Easy Coach/Uchumi,Makadara,,,,,,unknown,
1961Kd,,Caltex,Diesel,,,,,,unknown,
3560_2,,Umoja Stage,Umoja 2 Terminus,,,,,,unknown,
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,KIAMBU MARAFIKI SACCO LTD,NTR-00201901180908040,1.00,3/3,"ngara, kiambu, githunguri",high,
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,GITHIGA TRAVELLERS SACCO,ADR-JY7SZYO,0.75,3/4,"tommboya, githunguri,kiambu road, kiambu",medium,
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,GITHIGA TRAVELLERS SACCO,ADR-VYASWYR,0.67,2/3,"st peters, githunguri, kiambu",medium,
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,GITHIGA TRAVELLERS SACCO,ADR-Q5LC827,0.67,2/3,"st peters, kiambu, githunguri",medium,
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,KIAMBU MARAFIKI SACCO LTD,ADR-REOSZZO,0.67,2/3,"st peters, kiambu, githunguri",medium,
120,kiambu_road,Githunguri Terminal,Githunguri Terminal,GITHIGA TRAVELLERS SACCO,ADR-JY7SZYO,0.75,3/4,"tommboya, githunguri,kiambu road, kiambu",medium,
120,kiambu_road,Githunguri Terminal,Githunguri Terminal,LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-001333,0.75,3/4,"limuru, ngorongo,ndumberi, kiambu",medium,
120,kiambu_road,Githunguri Terminal,Githunguri Terminal,NAKINDUKA MATATU SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-7WRSVYA,0.75,3/4,"kiambu, ndumberi, kawaida, githunguri",medium,
